mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy
0.006790256500244141,0.006415119460885329,0.00744023323059082,0.006927832471130874,0.1,{'model__C': 0.1},0.8933784772487936,0.9147329258271344,0.9019420027524527,0.9057428931945027,0.908569781809875,0.9048732161665518,0.007104306372134412,3,0.9236337126987058,0.9276238622407771,0.9276301128447357,0.9329257498858514,0.9323900559915038,0.9288406987323148,0.0034451267806254013,0.89375,0.915625,0.903125,0.90625,0.909375,0.905625,0.007234898064243891,3,0.92421875,0.928125,0.928125,0.93359375,0.9328125,0.929375,0.0034445949507888626
0.002088165283203125,0.0023376863290790507,0.005155754089355469,0.0043740359577286525,1.0,{'model__C': 1},0.9344469199645504,0.9528846635003747,0.9403177709939964,0.9498242813253724,0.9624406715106059,0.9479828614589799,0.009781841195227644,2,0.9765062049441655,0.9749304761918303,0.9772872650496349,0.9725940933867523,0.9765151491375472,0.975566637741986,0.0016723480611688742,0.934375,0.953125,0.940625,0.95,0.9625,0.9481250000000001,0.009802741963348837,2,0.9765625,0.975,0.97734375,0.97265625,0.9765625,0.975625,0.0016682934768798847
0.012545394897460937,0.006303440738409295,0.006490325927734375,0.007950930935473402,10.0,{'model__C': 10},0.9718108588322865,0.9687438945286625,0.9466598912570667,0.9685784537626133,0.9594065530762028,0.9630399302913663,0.009183101289702544,1,0.9835663775412533,0.9835789178634664,0.9874840544187637,0.9820043569455743,0.9867001359353481,0.9846667685408812,0.002076265764772711,0.971875,0.96875,0.946875,0.96875,0.959375,0.963125,0.009142961773954872,1,0.98359375,0.98359375,0.9875,0.98203125,0.98671875,0.9846875,0.0020728904939721175
