mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy
0.43603715896606443,0.024316051678230248,0.01879153251647949,0.004840386292212061,,1,"{'model__max_depth': None, 'model__min_samples_leaf': 1}",0.8778133233935007,0.8692683708943871,0.814553624480095,0.8858214477239366,0.9158622510071786,0.8726638034998195,0.03302747005749115,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.878125,0.86875,0.815625,0.8875,0.915625,0.8731250000000002,0.03275143126643474,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3907000064849854,0.014953207645309389,0.016517448425292968,0.00017727965478144688,12,1,"{'model__max_depth': 12, 'model__min_samples_leaf': 1}",0.8742406929096376,0.9004944164461162,0.8138333098863652,0.8738407766094438,0.9063218792687764,0.8737462150240678,0.03276110447652997,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875,0.9,0.815625,0.875,0.90625,0.874375,0.03201562118716423,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
